movie_id,movie_title,year,runtime,genres,primary_genre,ave_rating,num_votes,director_id,director_name,writers_id,writers_name
tt0760501,The Evidence Given by Dead Eyes,1971,87,Crime,Crime,6.5,58,nm0297902,Otakar Fuka,"['nm6732122', 'nm0297902', 'nm0436320', 'nm0538715', 'nm6732123']","['Jirí Brabenec', 'Otakar Fuka', 'Vera Kalábová', 'Drahoslav Makovicka', 'Zdenek Veselý']"
tt2042526,For Example: A Critique of Never,1971,95,Documentary,Documentary,4,26,nm0032864,Shûsaku Arakawa,"['nm0032864', 'nm3939477']","['Shûsaku Arakawa', 'Madeline Gins']"
tt0961028,Adaletin Bu Mu Dünya,1971,72,"Drama,Music",Drama,5.5,20,nm0244424,Yilmaz Duru,['nm0244422'],['Türkan Duru']
tt3056888,B.D. în alerta - Vaduve cu termen redus,1971,95,"Action,Comedy,Crime",Action,8.6,345,nm0236664,Mircea Dragan,"['nm0236664', 'nm0862629']","['Mircea Dragan', 'Nicolae Tic']"
tt4676080,Put k serdtsu,1971,95,Drama,Drama,5.2,10,nm0412217,Viktor Ivchenko,['nm0790200'],['Yuri Shcherbak']
tt6023952,Poet Muslim Magomayev,1971,71,"Biography,Music",Biography,6.3,9,nm1435868,Tofik Ismailov,"['nm0091633', 'nm1435868']","['Igor Bogdanov', 'Tofik Ismailov']"
tt1435464,Babu,1971,174,Drama,Drama,5.7,30,nm0858235,A.C. Trilogchander,"['nm0858235', 'nm2153379']","['A.C. Trilogchander', 'A.L. Narayanan']"
tt4675956,Poslanniki vechnosti,1971,91,History,History,5.6,10,nm0904412,Teodor Vulfovich,['nm0574841'],['Giorgi Mdivani']
tt3961682,The Day Passed,1971,83,"Drama,Romance",Drama,8.6,378,nm1298049,Arif Babayev,['nm1075855'],['Anar Rzayev']
tt6301014,Laj o lajbazi,1972,94,"Action,Comedy,Drama",Action,4.6,21,nm1032224,Mehdi Raeis-Firooz,"['nm2136555', 'nm1031042']","['Mohammad Bagher Khosrawi', 'Hossein Madani']"
tt0940795,Wreck Raisers,1972,56,"Adventure,Drama",Adventure,5.5,13,nm0651354,Harold Orton,"['nm0055700', 'nm0651354']","['Michael Barnes', 'Harold Orton']"
tt1024894,"Thirsty for Love, Sex and Murder ",1972,60,"Adventure,Crime,Mystery",Adventure,4.6,235,nm0037571,Mehmet Aslan,['nm0245265'],['Aykut Düz']
tt1388371,An American Hippie in Israel,1972,93,"Action,Comedy,Sci-Fi",Action,4.5,723,nm3353354,Amos Sefer,"['nm0895029', 'nm3353354']","['H.B. Wertheim', 'Amos Sefer']"
tt4053108,Sehvet Kurbani,1972,94,Drama,Drama,6.5,32,nm0768422,Nejat Saydam,['nm0768422'],['Nejat Saydam']
tt1310362,Return of the Holy Ghost,1972,92,"Drama,Western",Drama,4.7,30,nm0561089,Roberto Mauri,['nm0561089'],['Roberto Mauri']
tt4680604,Yesli ty muzhchina� ,1972,70,"Drama,Romance",Drama,5.6,17,nm0006537,Anatoli Chemodurov,['nm0094147'],['Ivan Bondin']
tt5337748,What Ever Mama Wants,1972,77,Adult,Adult,5,7,nm0548953,Roger Marks,['nm0142307'],['Gorton Hall']
tt0978631,Konketsuji Rika,1972,92,"Action,Crime,Drama",Action,6.2,287,nm0620008,Kô Nakahira,"['nm1870016', 'nm0793881']","['Tarô Bonten', 'Kaneto Shindô']"
tt4032688,More v ogne,1972,146,War,War,6.3,27,nm0754286,Lev Saakov,"['nm0276763', 'nm0754286']","['Nikolai Figurovsky', 'Lev Saakov']"
tt1480788,Intan Berduri,1972,104,Drama,Drama,8.3,276,nm0432438,Turino Junaidy,['nm0432438'],['Turino Junaidy']
tt1303774,Ogonki,1972,81,"Adventure,Family",Adventure,6.3,13,nm0753473,Boris Rytsarev,['nm0094147'],['Ivan Bondin']
tt5181396,Karadogan,1972,79,Drama,Drama,5.1,14,nm0244424,Yilmaz Duru,['nm1513994'],['Sabah Duru']
tt3247674, The Roundabouts ,1972,88,"Adult,Romance",Adult,6.7,7,nm2653989,Dick Martin,['nm5389785'],['Art Gamble']
tt2171927,The Pollen of Flowers,1972,85,"Drama,Mystery",Drama,6.3,71,nm1097088,Ha Gil-jong,['nm1206013'],['Hyo-seok Lee']
tt2912374,Yakuza to kôsô: Jitsuroku Andô-gumi,1972,93,Crime,Crime,6.5,8,nm0766220,Jun'ya Satô,"['nm0027947', 'nm0411107', 'nm0766220']","['Noboru Andô', 'Yoshihiro Ishimatsu', ""Jun'ya Satô""]"
tt6717064,Kizu darake no jinsei - Furui yatsu de gonzansu,1972,92,"Action,Crime",Action,7.2,12,nm0654725,Shigehiro Ozawa,"['nm0613547', 'nm0654725']","['Akira Murao', 'Shigehiro Ozawa']"
tt5644404,A Nose and Three Eyes,1972,129,Drama,Drama,6.4,95,nm0404008,Hussein Kamal,['nm0008098'],['Ihsan Abdel Quddous']
tt0924196,Ah Koca Dünya,1972,66,Romance,Romance,5.7,13,nm0670725,Oksal Pekmezoglu,['nm0670725'],['Oksal Pekmezoglu']
tt2159768,Vur,1972,65,"Adventure,Drama,Romance",Adventure,5.1,19,nm0059633,Tunç Basaran,['nm0059633'],['Tunç Basaran']
tt1857817,Paprika: Gaddar'in Aski,1972,65,"Crime,Drama",Crime,5.2,26,nm0258581,Ülkü Erakalin,['nm0882667'],['Vecdi Uygun']
tt1673596,Krasnyye pchyoly,1972,67,Family,Family,5.8,26,nm0538431,Leonid Makarychev,"['nm0594860', 'nm0900628']","['Arkadi Mlodik', 'Aleksandr Vlasov']"
tt1933637,Qizil qaz ,1972,94,Drama,Drama,7.7,17,nm0846552,Tofig Taghizade,['nm4460885'],['Ali Qafarov']
tt1937198,Itham Ediyorum,1972,81,"Crime,Drama",Crime,5.9,117,nm0255386,Orhan Elmas,"['nm4468827', 'nm0654807']","['Metin Doganalp', 'Fuat Özlüer']"
tt2380041,Krasno solnyshko,1972,93,War,War,6.8,17,nm0675867,Vasiliy Pascaru,['nm0795994'],['Boris Shustrov']
tt1921086,Sex Charade,1972,90,Crime,Crime,5.8,41,nm0001238,Jesús Franco,['nm0001238'],['Jesús Franco']
tt6688030,Desa di Kaki Bukit ,1972,105,Drama,Drama,8.2,58,nm0762760,Asrul Sani,['nm0762760'],['Asrul Sani']
tt0827748,Üç Sevgili,1972,77,"Comedy,Romance",Comedy,5.5,215,nm0227762,Mehmet Dinler,['nm0649320'],['Bülent Oran']
tt2379962,Hayal Uçurumu,1972,70,Drama,Drama,4,10,nm1375239,Oguz Gözen,['nm1375239'],['Oguz Gözen']
tt7174078,Molok Al Shar,1972,79,Action,Action,4.5,10,nm0615932,Houssam El-Din Mustafa,['nm2697482'],['Mahmoud Abu Zeid']
tt0827739,Sev Kardesim,1972,86,"Comedy,Romance",Comedy,6.7,1821,nm0251027,Ertem Egilmez,['nm0784149'],['Sadik Sendil']
tt1053249,Genoun al-moraheqat,1972,85,Comedy,Comedy,4.4,14,nm1823190,Tayseer Aboud,['nm0754934'],['Farouk Sabry']
tt28023400,From Home to School,1972,93,Romance,Romance,5.6,9,nm0224445,Ahmed Dia El Din,['nm0252846'],['Adly El-Mowalid']
tt2960678,Korkunç Tecavüz,1972,61,"Crime,Horror,Thriller",Crime,4.7,30,nm0351411,Ertem Göreç,['nm0443429'],['Volkan Kayhan']
tt0833608, Our Latin Thing ,1972,102,"Documentary,Music",Documentary,8,81,nm0309382,Leon Gast,['nm0760790'],['Izzy Sanabria']
tt1053268,Al-khatafin,1972,107,Action,Action,4.9,12,nm0615932,Houssam El-Din Mustafa,['nm2697482'],['Mahmoud Abu Zeid']
tt1018881,The Ceplis Affair,1972,94,"Comedy,Drama,History",Comedy,7.4,240,nm1058656,Rolands Kalnins,['nm0520660'],['Viktors Lorencs']
tt5883478,Call Me by My Rightful Name,1972,91,Drama,Drama,6.2,14,nm0795945,Michael Shurtleff,"['nm0795945', 'nm0614916']","['Michael Shurtleff', 'Don Murray']"
tt1958098,Çöl Kartali,1972,91,"Adventure,History,War",Adventure,5.8,243,nm0716340,Halit Refig,"['nm0716340', 'nm0649320', 'nm0960375']","['Halit Refig', 'Bülent Oran', 'Memduh Ün']"
tt0793585,The Triple Bed,1972,101,"Comedy,Romance",Comedy,6,115,nm0439313,Nosratollah Karimi,['nm0439313'],['Nosratollah Karimi']
tt0903633,Meng si hung feng,1972,89,Action,Action,5.9,30,nm0788243,Shan-Hsi Ting,['nm0788243'],['Shan-Hsi Ting']
tt1870325,American Art in the 1960s,1972,57,"Biography,Documentary,History",Biography,7.3,12,nm0085985,Michael Blackwood,['nm0741259'],['Barbara Rose']
tt6274010,The Hen That Laid Golden Eggs,1972,88,"Adventure,Fantasy,Musical",Adventure,5.5,20,nm1032224,Mehdi Raeis-Firooz,['nm1251937'],['Parviz Khatibi']
tt12546316,Nationtime,1972,80,Documentary,Documentary,7.2,198,nm0337348,William Greaves,['nm0337348'],['William Greaves']
tt1863443,Tuzsuz Deli Bekir,1972,87,"Adventure,Romance",Adventure,5.3,35,nm0040220,Yilmaz Atadeniz,"['nm0040220', 'nm0654690']","['Yilmaz Atadeniz', 'Turgut Özakman']"
tt1975190,Kallesler,1972,72,"Action,Adventure,Crime",Action,6.2,14,nm0879697,Yücel Uçanoglu,['nm0257397'],['Ilhan Engin']
tt1294650,Bir Pinar Ki,1972,82,Drama,Drama,5.8,22,nm0258902,O. Nuri Ergün,"['nm0960106', 'nm0075298']","['Safa Önal', 'Muazzez Tahsin Berkant']"
tt1718952,Vot i leto proshlo,1972,65,Family,Family,5.8,16,nm0407058,Aleksandr Igishev,['nm0409092'],['Arkadiy Inin']
tt1720187,Pa shan hu,1972,98,"Action,Adventure",Action,5.6,15,nm0454148,Lung Chien,['nm0454148'],['Lung Chien']
tt0784146,Watch Out for ZouZou,1972,132,"Comedy,Musical,Romance",Comedy,6.6,581,nm0015648,Hasan El-Emam,"['nm0015648', 'nm1549769', 'nm0652059']","['Hasan El-Emam', 'Salah Jahine', 'Muhammad Uthman']"
tt5389808,A Man in the Storm,1972,110,Thriller,Thriller,6.5,10,nm1031887,Khosrow Parvizi,['nm1032253'],['Bahram Reypoor']
tt1446047,Cesurlar,1972,68,Action,Action,4.7,10,nm0059633,Tunç Basaran,['nm0059633'],['Tunç Basaran']
tt1347013,The Visitor,1972,83,"Romance,Thriller",Romance,5.5,43,nm0052897,Henry Barakat,"['nm0052897', 'nm8944222']","['Henry Barakat', 'Mohamed Mostafa Samy']"
tt1790744,Karmen,1972,65,"Drama,Romance",Drama,3.9,13,nm0263765,Semih Evin,"['nm0263765', 'nm1024644']","['Semih Evin', 'Nuri Kirgeç']"
tt1184952,Battal Gazi'nin Intikami,1972,90,"Action,Adventure,History",Action,6.1,1546,nm0047971,Natuk Baytan,"['nm0047971', 'nm0756141']","['Natuk Baytan', 'Duygu Sagiroglu']"
tt1184949,Baskin,1972,75,Adventure,Adventure,4.7,31,nm0040220,Yilmaz Atadeniz,['nm0040220'],['Yilmaz Atadeniz']
tt4714098,Tolko ty,1972,84,"Comedy,Music",Comedy,5.5,14,nm0792759,Evgeniy Sherstobitov,"['nm0557066', 'nm0792759']","['Vladimir Mass', 'Evgeniy Sherstobitov']"
tt1184947,Azat Kusu,1972,61,"Drama,Romance",Drama,5.3,54,nm0255386,Orhan Elmas,['nm0657098'],['Vural Pakel']
tt2259430,Feryat,1972,91,Drama,Drama,5.4,179,nm0255386,Orhan Elmas,['nm0784149'],['Sadik Sendil']
tt1789680,Azam Tefl Fil Alam,1972,91,"Comedy,Drama,Romance",Comedy,4.7,71,nm0252873,Galal El-Sharkawy,"['nm0252873', 'nm11617293']","['Galal El-Sharkawy', 'Ali Salem']"
tt1184943,Aslanlarin Ölümü,1972,83,Drama,Drama,6.4,16,nm0781261,Osman F. Seden,['nm0781261'],['Osman F. Seden']
tt5441302,Evlat,1972,88,"Drama,Romance",Drama,5.1,56,nm0227762,Mehmet Dinler,['nm0649320'],['Bülent Oran']
tt0813557,Flower in the Rain,1972,101,Drama,Drama,7.2,7,nm0453678,Kim Soo-yong,"['nm1404385', 'nm0620596']","['Yin Chiang', 'Seok-hoon Nam']"
tt0773166,Ustura Behçet,1972,70,"Action,Adventure",Action,5.1,8,nm0854993,Asaf Tengiz,['nm0854993'],['Asaf Tengiz']
tt0772942,Oglum,1972,85,Drama,Drama,6.3,29,nm0347890,Aram Gülyüz,['nm0882448'],['Ahmet Üstel']
tt15202198,Adwaa Al Madina,1972,124,Comedy,Comedy,6.4,49,nm0008152,Fatin Abdel Wahab,['nm0252776'],['Ali El Zorkani']
tt15030142,Love and Pride,1972,111,Romance,Romance,6.2,46,nm0015648,Hasan El-Emam,"['nm1126244', 'nm8944222']","['Yussef Issa', 'Mohamed Mostafa Samy']"
tt0772714,Asi Gençler,1972,74,Drama,Drama,5.4,24,nm0947585,Artun Yeres,['nm0654807'],['Fuat Özlüer']
tt4709976,Sofya Grushko,1972,96,"Drama,War",Drama,5.7,12,nm0412217,Viktor Ivchenko,['nm2987225'],['Vadim Sobko']
tt2035572,My Broer se Bril,1972,97,Thriller,Thriller,5.5,22,nm0222562,Dirk de Villiers,['nm0222562'],['Dirk de Villiers']
tt10488984,Breadwinner,1972,102,"Drama,Family",Drama,5.6,22,nm2157691,Aman Manteghi,['nm2777539'],['Soheila Nasr']
tt0924199,Akrep Mustafa,1972,73,Adventure,Adventure,5.1,13,nm0263765,Semih Evin,['nm0263765'],['Semih Evin']
tt1194653,Batwoman and Robin,1972,90,"Action,Fantasy",Action,5.4,31,nm0034925,Jun Aristorenas,"['nm1046027', 'nm0004170', 'nm0277730']","['Greg Macabenta', 'Bob Kane', 'Bill Finger']"
tt4681094,Nyurkina zhizn,1972,93,Drama,Drama,5.5,16,nm0090447,Anatoliy Bobrovskiy,['nm0947834'],['Nikolay Evdokimov']
tt3104824,A Sweet Taste of Youth,1972,70,"Adult,Romance",Adult,6.9,10,nm2053308,Barry Knight,['nm2053308'],['Barry Knight']
tt2041457,Room Service 75,1972,83,"Adult,Documentary",Adult,4,16,nm0048452,Fred Baker,['nm0048452'],['Fred Baker']
tt4697208,Nervy... Nervy...,1972,69,Comedy,Comedy,5.9,16,nm0957523,Vadim Zobin,"['nm0467548', 'nm0806099']","['Yakov Kostyukovskiy', 'Moris Slobodskoy']"
tt4697338,Nochnoy mototsiklist,1972,65,Mystery,Mystery,5.9,31,nm0806300,Yuli Slupsky,"['nm0092929', 'nm2049784']","['Igor Bolgarin', 'Viktor Smirnov']"
tt1033618,Execution in Autumn,1972,99,Drama,Drama,7.1,315,nm0497359,Hsing Lee,['nm0151874'],['Yung-Hsiang Chang']
tt1033501,Poem,1972,119,Drama,Drama,7,438,nm0423228,Akio Jissôji,['nm0410945'],['Toshirô Ishidô']
tt0879254,Malchiki,1972,95,"Drama,Family,Music",Drama,5.9,20,nm0823692,Ekaterina Stashevskaya-Naroditskaya,['nm0718755'],['Aleksandr Rekemchuk']
tt1107933,Noghre-dagh,1972,91,"Adventure,Drama,Romance",Adventure,4.1,21,nm0994308,Iraj Ghaderi,['nm1185770'],['Saeed Motalebi']
tt4701594,Semnadtsatyy transatlanticheskiy,1972,86,"Drama,War",Drama,6,18,nm0235572,Vladimir Dovgan,['nm0473771'],['Konstantin Kudiyevsky']
tt2050549,Izhorskiy batalon,1972,88,War,War,6.3,25,nm0443609,Gennadiy Kazanskiy,"['nm12038018', 'nm0443609', 'nm12038019']","['Sergey Davydov', 'Gennadiy Kazanskiy', 'Oleg Shestinskiy']"
tt0959476,Terrifying Girls' High School: Women's Violent Classroom,1972,79,"Action,Crime,Drama",Action,6.7,144,nm0840651,Norifumi Suzuki,"['nm0435363', 'nm0782865', 'nm0840651']","['Masahiro Kakefuda', 'Ikuo Sekimoto', 'Norifumi Suzuki']"
tt4667780,Kogda raskhoditsya tuman,1972,96,"Adventure,Drama",Adventure,6.4,9,nm0899625,Yuri Vyshinsky,['nm0831641'],['Sergey Stolyarov']
tt0772888,Kirk Yalan Memis,1972,81,Comedy,Comedy,5.2,131,nm0347890,Aram Gülyüz,['nm0882448'],['Ahmet Üstel']
tt4596860,Kým kohút nezaspieva,1972,94,Drama,Drama,7.7,31,nm4918387,Jozef Pálka,['nm0119770'],['Ivan Bukovcan']
tt1184942,Asklarin En Güzeli,1972,90,"Drama,Romance",Drama,5.7,81,nm0768422,Nejat Saydam,['nm0768422'],['Nejat Saydam']
tt6189314,Hell + Me,1972,113,"Drama,Thriller",Drama,6.6,43,nm0267198,Mohamad Ali Fardin,['nm2761471'],['Saboktakin Saloor']
tt4819648,Kara Murat: Fatih'in Fedaisi,1972,83,"Action,Adventure",Action,6.2,893,nm0047971,Natuk Baytan,"['nm0654807', 'nm0876561', 'nm16013978']","['Fuat Özlüer', 'Erdogan Tünas', 'Rahmi Muratoglu']"
tt3543172,Al-fahd,1972,110,Drama,Drama,6.5,40,nm0539310,Nabil Maleh,['nm6298845'],['Haidar Haidar']
tt10270322,Damdaki Kemanci,1972,63,"Comedy,Music,Romance",Comedy,4.8,20,nm0762517,Hulki Saner,['nm0581587'],['Ferdi Merter']
tt5175260,Leyla ile Mecnun,1972,91,Drama,Drama,4.4,102,nm0756141,Duygu Sagiroglu,['nm0756141'],['Duygu Sagiroglu']
tt3913734,Yildirim Ajan,1972,66,"Adventure,Crime",Adventure,3.6,9,nm0276532,Yavuz Figenli,['nm0276532'],['Yavuz Figenli']
tt0772791,Death from Lip to Lip,1972,74,"Adventure,Drama",Adventure,3.4,8,nm0347890,Aram Gülyüz,['nm0347890'],['Aram Gülyüz']
tt3553418,A Word of Honor,1972,89,"Crime,Drama,Thriller",Crime,7.3,141,nm0615932,Houssam El-Din Mustafa,"['nm0492431', 'nm0754934']","['Lewis E. Lawes', 'Farouk Sabry']"
tt0772849,Günahsizlar,1972,75,Drama,Drama,5.4,51,nm0947998,Atif Yilmaz,['nm0407616'],['Selim Ileri']
tt2217919,Rustam and Suhrab,1972,139,"Adventure,Drama,Fantasy",Adventure,8,62,nm1300318,Boris Kimyagarov,"['nm9937059', 'nm0464440']","['Abdulkasim Firdousi', 'Grigoriy Koltunov']"
tt6045680,Kanli Para,1972,74,"Adventure,Drama",Adventure,5.3,47,nm0047971,Natuk Baytan,['nm0654807'],['Fuat Özlüer']
tt0906101,Velikonocní dovolená,1972,78,Drama,Drama,4.4,12,nm0359870,Jirí Hanibal,['nm0359870'],['Jirí Hanibal']
tt1104144,Yirmi Yil Sonra,1972,69,Drama,Drama,6.2,40,nm0781261,Osman F. Seden,['nm0781261'],['Osman F. Seden']
tt1176947,The Young Marrieds,1972,52,Adult,Adult,4.5,161,nm0000248,Edward D. Wood Jr.,['nm0000248'],['Edward D. Wood Jr.']
tt1196617,Dinmeyen Sizi,1972,92,Drama,Drama,5.8,68,nm0768422,Nejat Saydam,"['nm0768422', 'nm0648526']","['Nejat Saydam', 'Yildirim Önal']"
tt6873270,Bounty Hunter 3: Eight Men to Kill,1972,88,Action,Action,6.5,124,nm0654725,Shigehiro Ozawa,"['nm0847026', 'nm1373682']","['Kôji Takada', 'Tatsuo Honda']"
tt2073643,Rüyalar Gerçek Olsa,1972,68,"Comedy,Romance",Comedy,4.9,69,nm0762517,Hulki Saner,['nm0670725'],['Oksal Pekmezoglu']
tt1223465,Royal Fist,1972,84,"Action,Drama",Action,5.3,26,nm0788243,Shan-Hsi Ting,['nm0788243'],['Shan-Hsi Ting']
tt2073715,Ölüme Köprü,1972,65,"Adventure,Drama",Adventure,5.4,19,nm0037571,Mehmet Aslan,['nm0657098'],['Vural Pakel']
tt5668220,Yakuza Wolf: I Perform Murder,1972,87,"Action,Crime",Action,6.6,254,nm0847310,Ryûichi Takamori,['nm0464817'],['Fumio Kônami']
tt5668222,Yakuza Wolf 2: Extend My Condolences,1972,85,"Action,Crime",Action,6.2,165,nm0756828,Buichi Saitô,['nm0620283'],['Ryûzô Nakanishi']
tt13972968,The Devil Is a Woman,1972,123,"Crime,Drama",Crime,6.6,34,nm0609200,Niazi Mostafa,['nm1031543'],['Faisal Nada']
tt3251764,Siyah Eldivenli Adam,1973,64,"Action,Crime,Romance",Action,4.9,21,nm0037571,Mehmet Aslan,['nm0037571'],['Mehmet Aslan']
tt1668099,Diary of a Roman Virgin,1973,75,"Drama,History",Drama,4.5,35,nm0001090,Joe D'Amato,['nm0001090'],"[""Joe D'Amato""]"
tt5343206,Pobeg iz tmy,1973,83,"Drama,History",Drama,6.5,14,nm0013815,Yuldash Agzamov,['nm7540214'],['Sabir Mukhamedov']
tt14690340,Andhala Martoy Dola,1973,150,Comedy,Comedy,7.8,14,nm0464880,Dada Kondke,['nm0464880'],['Dada Kondke']
tt5458580,The Black Battlefront Kidnappers,1973,83,"Action,Crime,Thriller",Action,6.2,36,nm0837418,Eizô Sugawa,"['nm0559695', 'nm7917912', 'nm0837418']","['Zenzô Matsuyama', 'Osamu Nishizawa', 'Eizô Sugawa']"
tt1091775,The Hateful Wolf,1973,97,"Adventure,Crime,Drama",Adventure,6.4,81,nm0664006,Maziar Parto,['nm1000826'],['Behzad Farahani']
tt2159714,Ben Böyle Dogdum,1973,71,"Adventure,Crime,Drama",Adventure,6.4,15,nm0059633,Tunç Basaran,['nm0059633'],['Tunç Basaran']
tt5373814,The Captain,1973,94,"Drama,Thriller",Drama,4.8,20,nm0792763,Amir Shervan,['nm1699849'],['Ahmad Najibzadeh']
tt1626654,Yaban,1973,80,"Drama,Romance",Drama,5.4,455,nm0781261,Osman F. Seden,['nm0649320'],['Bülent Oran']
tt1019906,Dhire Bohe Meghna,1973,109,"Drama,War",Drama,8.6,55,nm2620986,Alamgir Kabir,"['nm2513556', 'nm2620986']","['Zahir Raihan', 'Alamgir Kabir']"
tt5332718,Did Livogo Kraynogo,1973,68,"Drama,Romance",Drama,6.3,28,nm0652673,Leonid Osyka,"['nm0236615', 'nm0652673']","['Ivan Drach', 'Leonid Osyka']"
tt1575714,The Heart with Million Knots,1973,101,Romance,Romance,6.4,10,nm0497359,Hsing Lee,"['nm0151874', 'nm1540935']","['Yung-Hsiang Chang', 'Yao Chiung']"
tt2236020,Skripkanin sargüzasti,1973,72,"Action,Adventure,Family",Action,5.9,21,nm1190203,Shamil Makhmudbekov,"['nm5129989', 'nm0747546']","['Firudin Agayev', 'Solomon Rozen']"
tt10475770,"My Blood, Tears and Smile",1973,120,"Drama,Romance",Drama,6.5,67,nm0404008,Hussein Kamal,"['nm2695022', 'nm0008098', 'nm8944222']","['Kawsar Heikal', 'Ihsan Abdel Quddous', 'Mohamed Mostafa Samy']"
tt3224426,Notorious Woman,1973,110,Drama,Drama,5.5,36,nm0052897,Henry Barakat,['nm1011050'],['Mamdouh El Leithy']
tt5518328,Rabia: Ilk Kadin Evliya,1973,91,"Biography,Drama",Biography,4.9,29,nm0244421,Süreyya Duru,"['nm0070872', 'nm0876561']","['Yahya Benekay', 'Erdogan Tünas']"
tt2384680,Vahsi Bir Kiz Sevdim,1973,78,"Drama,History,War",Drama,5.6,25,nm0768422,Nejat Saydam,"['nm0438810', 'nm0768422']","['Esat Mahmut Karakurt', 'Nejat Saydam']"
tt2174019,The White Castle,1973,78,Documentary,Documentary,7.6,25,nm0450627,Johan van der Keuken,"['nm4845546', 'nm0450627']","['Bert Schierbeek', 'Johan van der Keuken']"
tt5362640,Kizin Var mi Derdin Var,1973,68,"Comedy,Drama,Romance",Comedy,5.3,25,nm0716340,Halit Refig,['nm0960106'],['Safa Önal']
tt5443204,Ekmekçi Kadin,1973,82,Drama,Drama,5.9,36,nm0227762,Mehmet Dinler,"['nm0649320', 'nm0599386']","['Bülent Oran', 'Xavier de Montépin']"
tt1369553,Preacherman Meets Widderwoman,1973,94,Comedy,Comedy,4.8,23,nm0899164,Albert T. Viola,"['nm0281353', 'nm0570729', 'nm0899164']","['Harvey Flaxman', 'Chet McIntyre', 'Albert T. Viola']"
tt16589616,After School,1973,89,Drama,Drama,6.2,5,nm0605743,Shirô Moritani,['nm0406841'],['Toshirô Ide']
tt1370411,Servez-vous mesdames,1973,85,Comedy,Comedy,3.3,12,nm0128026,Georges Cachoux,"['nm0126868', 'nm0128026']","['Victor Béniard', 'Georges Cachoux']"
tt23147084,The Oval Portrait,1973,86,Horror,Horror,4,111,nm0327950,Rogelio A. González,"['nm0868540', 'nm0000590']","['Enrique Torres Tudela', 'Edgar Allan Poe']"
tt3322550,Zhizn na greshnoy zemle,1973,89,Drama,Drama,6,9,nm0876493,Semyon Tumanov,['nm0412025'],['Anatoliy Ivanov']
tt2913050,Yesli eto sluchitsya s toboi,1973,65,"Family,Fantasy,War",Family,5.2,18,nm6554224,Igor Nikolaev,['nm0622644'],['Vyacheslav Naumov']
tt0900960,More nashey nadezhdy,1973,86,Drama,Drama,5.4,20,nm0653772,Georgi Ovcharenko,"['nm0653772', 'nm0009124']","['Georgi Ovcharenko', 'Eduard Topol']"
tt0795938,Flower and Dragon: Story of Youth - Story of Love - Story of the Angry Wave,1973,168,"Action,Drama",Action,6.1,17,nm0441397,Tai Katô,"['nm2245504', 'nm0441397', 'nm0590835', 'nm0634607']","['Ashihei Hino', 'Tai Katô', 'Haruhiko Mimura', 'Yoshitarô Nomura']"
tt2385145,Meet Sweet Myra,1973,60,Adult,Adult,5.6,15,nm0730924,Joseph F. Robertson,['nm5029297'],"[""Earl d'Pearl""]"
tt1519344,Laimingas laimes nerades,1973,70,"Drama,Romance",Drama,6.6,18,nm0032940,Algirdas Araminas,"['nm0032940', 'nm3632017']","['Algirdas Araminas', 'Romas Gudaitis']"
tt5332324,Tayna predkov,1973,85,Drama,Drama,6.7,10,nm0034870,Marat Aripov,"['nm10077311', 'nm10077310', 'nm0538761', 'nm10077309']","['Lev Gabyshev', 'Mukhiddin Khodzhayev', 'Valentin Maksimenkov', 'Nikolay Yakutskiy']"
tt2170561,The Panda's Great Adventure,1973,53,"Adventure,Animation",Adventure,6.3,102,nm0785185,Yûgo Serikawa,['nm0945517'],['Hiroyasu Yamaura']
tt2342416,Girl Boss: Escape from Reform School,1973,90,Action,Action,6.5,86,nm0620052,Sadao Nakajima,"['nm5218568', 'nm0620052']","['Katsuhiko Kamoi', 'Sadao Nakajima']"
tt2318387,Anadolu Ekspresi,1973,72,Drama,Drama,6.3,41,nm0351411,Ertem Göreç,['nm0960106'],['Safa Önal']
tt1283895,Gift for the Single Woman,1973,70,"Comedy,Crime,Music",Comedy,7.2,238,nm0480085,Eriks Lacis,['nm1070520'],['Laimonis Vaczemnieks']
tt2159724,Ömer Hayyam,1973,70,"Biography,History",Biography,6.2,24,nm0059633,Tunç Basaran,['nm0654764'],['Nazmi Özer']
tt6298254,Seytanin Kurbanlari,1973,79,"Adventure,Crime,Drama",Adventure,5.1,16,nm0645584,Nejat Okçugil,['nm0960106'],['Safa Önal']
tt2880804,Istirap,1973,85,Drama,Drama,4.5,15,nm0768422,Nejat Saydam,['nm0768422'],['Nejat Saydam']
tt5446312,Süphe,1973,79,Drama,Drama,4.9,27,nm0227762,Mehmet Dinler,['nm0649320'],['Bülent Oran']
tt2381107,Bi-gharar,1973,103,"Adventure,Drama",Adventure,6.3,58,nm0994308,Iraj Ghaderi,['nm1185770'],['Saeed Motalebi']
tt4699776,Pravo na pryzhok,1973,93,"Drama,Sport",Drama,6.2,17,nm0470813,Valeri Kremnyov,"['nm0115922', 'nm0487836']","['Valeri Brumel', 'Aleksandr Lapshin']"
tt20198234,A Touch of Love,1973,113,Comedy,Comedy,5.1,18,nm1732954,Ahmed Fouad,['nm0252776'],['Ali El Zorkani']
tt4769036,Oblaka,1973,77,Drama,Drama,6.7,8,nm0826765,Boris Stepanov,['nm0516490'],['Boris Lobkov']
tt1808222,Kabadayinin Sonu,1973,77,"Crime,Drama",Crime,4.7,24,nm0645584,Nejat Okçugil,['nm0882667'],['Vecdi Uygun']
